fips,election_year,state,county,uocava_total_reg,military_total,civilian_total,uocava_transmitted_total,uocava_mail_transmitted,uocava_email_transmitted,uocava_returned_total,uocava_mail_returned,uocava_email_returned,uocava_total_counted,uocava_mail_counted,uocava_email_counted,uocava_total_rejected,uocava_deadline_rejected,uocava_voter_signature_total,uocava_postmark_rejected_total,uocava_other_rejected_total,military_transmitted,military_mail_transmitted,military_email_transmitted,military_returned_total,military_mail_returned,military_email_returned,military_counted_total,military_mail_counted,military_email_counted,military_rejected_total,military_deadline_rejected,military_signature_rejected,military_postmark_rejected,military_other_rejected
1051,2018,1,51,0,0,0,15,9,4,11,9,2,11,9,2,0,0,0,0,0,12,9,2,8,8,0,8,8,0,0,0,0,0,0
1053,2018,1,53,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,2018,1,55,0,0,0,14,0,13,10,4,6,10,4,6,0,0,0,0,0,8,0,7,6,4,2,6,4,2,0,0,0,0,0
1057,2018,1,57,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
1059,2018,1,59,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1061,2018,1,61,0,0,0,5,1,4,4,3,1,3,0,3,1,1,0,0,0,2,1,1,2,1,1,1,0,1,1,1,0,0,0
1063,2018,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,2018,1,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1067,2018,1,67,0,0,0,8,4,3,1,0,0,1,0,0,0,0,0,0,0,8,4,3,1,0,0,1,0,0,0,0,0,0,0
1069,2018,1,69,0,0,0,11,0,11,7,2,4,6,2,4,1,1,0,0,0,5,0,5,3,2,1,2,1,1,1,1,0,0,0
1071,2018,1,71,0,0,0,8,4,4,5,2,2,5,2,2,0,0,0,0,0,6,3,3,3,2,1,3,2,1,0,0,0,0,0
1073,2018,1,73,0,0,0,110,37,73,87,43,44,85,41,44,2,2,0,0,0,53,29,24,37,32,5,36,31,5,1,1,0,0,0
1075,2018,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,2018,1,77,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1079,2018,1,79,0,0,0,4,0,4,4,4,0,4,4,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,0,0,0
1081,2018,1,81,0,0,0,56,0,49,40,14,26,40,14,26,0,0,0,0,0,39,0,32,27,13,14,27,13,14,0,0,0,0,0
1083,2018,1,83,0,0,0,27,0,25,3,1,0,3,1,0,0,0,0,0,0,6,0,5,2,1,0,2,1,0,0,0,0,0,0
1085,2018,1,85,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
1087,2018,1,87,0,0,0,3,0,1,3,0,1,3,0,1,0,0,0,0,0,3,0,1,3,0,1,3,0,1,0,0,0,0,0
1089,2018,1,89,0,0,0,175,15,160,142,25,117,142,25,117,0,0,0,0,0,63,13,50,39,20,19,39,20,19,0,0,0,0,0
1091,2018,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,2018,1,93,0,0,0,3,0,3,2,0,2,2,0,2,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0
1095,2018,1,95,0,0,0,4,0,2,3,1,1,3,1,1,0,0,0,0,0,3,0,1,2,1,0,2,1,0,0,0,0,0,0
1097,2018,1,97,0,0,0,91,11,74,65,61,3,65,61,3,0,0,0,0,0,51,7,38,30,28,1,30,28,1,0,0,0,0,0
1099,2018,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2018,1,101,0,0,0,44,19,25,28,13,15,28,13,15,0,0,0,0,0,38,17,21,23,13,10,23,13,10,0,0,0,0,0
1103,2018,1,103,0,0,0,16,0,16,10,3,7,10,3,7,0,0,0,0,0,13,0,13,7,3,4,7,3,4,0,0,0,0,0
1105,2018,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,2018,1,107,0,0,0,4,2,1,4,1,3,4,1,3,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
1109,2018,1,109,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0,0,0
1111,2018,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,2018,1,113,0,0,0,12,4,4,3,1,0,3,1,0,0,0,0,0,0,10,4,3,3,1,0,3,1,0,0,0,0,0,0
1115,2018,1,115,0,0,0,16,3,13,11,3,8,10,2,8,1,1,0,0,0,7,3,4,3,3,0,2,2,0,1,1,0,0,0
1117,2018,1,117,0,0,0,45,4,40,42,9,32,40,7,32,2,2,0,0,0,14,3,10,11,8,2,9,6,2,2,2,0,0,0
1119,2018,1,119,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1121,2018,1,121,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1123,2018,1,123,0,0,0,19,2,16,18,3,14,18,3,14,0,0,0,0,0,10,2,7,9,2,6,9,2,6,0,0,0,0,0
1125,2018,1,125,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1127,2018,1,127,0,0,0,6,3,3,4,0,4,4,0,4,0,0,0,0,0,5,3,2,3,0,3,3,0,3,0,0,0,0,0
1129,2018,1,129,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1131,2018,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,2018,1,133,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
4001,2018,4,1,47,33,14,33,30,3,7,7,0,7,7,0,0,0,0,0,0,20,17,3,4,4,0,4,4,0,0,0,0,0,0
4003,2018,4,3,717,431,286,717,98,619,0,0,0,0,189,0,0,0,0,0,0,431,64,367,0,0,0,0,99,0,0,0,0,0,0
4005,2018,4,5,466,164,302,466,102,364,304,66,237,297,62,234,7,6,1,0,0,164,61,103,83,32,51,80,30,50,3,3,0,0,0
4007,2018,4,7,90,58,32,70,17,51,27,9,16,27,9,16,0,0,0,0,0,42,13,28,13,6,6,13,6,6,0,0,0,0,0
4009,2018,4,9,16,7,9,16,13,3,11,7,3,11,7,3,0,0,0,0,0,7,6,1,1,0,1,1,0,1,0,0,0,0,0
4011,2018,4,11,17,14,3,17,15,2,7,5,2,7,5,2,0,0,0,0,0,10,10,0,5,5,0,5,5,0,0,0,0,0,0
4012,2018,4,12,9,8,1,9,8,1,4,4,0,4,4,0,0,0,0,0,0,8,8,0,3,3,0,3,3,0,0,0,0,0,0
4013,2018,4,13,4758,1532,3226,4902,554,4348,3188,274,2914,3168,274,2894,20,15,5,0,0,1569,378,1191,816,191,625,807,191,616,4,2,2,0,0
4015,2018,4,15,252,160,92,252,65,187,105,26,76,105,26,76,0,0,0,0,0,160,51,109,50,18,31,50,18,31,0,0,0,0,0
4017,2018,4,17,48,36,12,30,1,28,15,3,12,15,3,12,1,1,0,0,0,18,1,17,7,2,5,7,2,5,1,1,0,0,0
4019,2018,4,19,2076,520,1556,2304,242,2043,1761,189,1510,1761,189,1510,7,5,0,0,0,543,107,431,404,79,311,404,79,311,4,4,0,0,2
4021,2018,4,21,218,101,117,218,45,173,122,20,99,122,20,99,0,0,0,0,0,101,36,65,41,15,24,41,15,24,0,0,0,0,0
4023,2018,4,23,70,17,53,70,51,19,30,8,22,41,8,22,5,1,0,0,1,17,13,4,4,2,2,6,2,2,2,1,0,0,3
4025,2018,4,25,391,92,299,391,28,363,321,18,300,321,18,300,2,0,1,0,0,92,18,74,67,14,53,67,14,53,0,0,0,0,1
4027,2018,4,27,251,172,79,259,64,195,109,0,0,109,0,0,0,0,0,0,0,177,61,116,62,0,0,62,0,0,0,0,0,0,0
5001,2018,5,1,4,2,2,4,0,4,4,4,0,4,4,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,0
5003,2018,5,3,11,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,2018,5,5,13,2,11,13,0,13,9,9,0,9,9,0,4,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,4
5007,2018,5,7,108,45,63,108,5,99,63,63,0,63,63,0,0,0,0,0,0,45,4,37,42,42,0,42,42,0,0,0,0,0,0
5009,2018,5,9,7,6,0,7,5,2,3,3,0,3,3,0,1,1,0,0,0,6,4,2,2,2,0,2,2,0,1,1,0,0,0
5011,2018,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,2018,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,2018,5,15,15,6,9,15,4,11,12,12,0,11,11,0,4,1,0,0,1,6,3,3,5,5,0,5,5,0,1,0,0,0,2
5017,2018,5,17,4,3,1,4,3,0,3,3,0,3,3,0,0,0,0,0,0,3,3,0,2,2,0,2,2,0,0,0,0,0,0
5019,2018,5,19,9,1,8,9,0,1,7,7,0,7,7,0,0,0,0,0,0,4,0,1,2,2,0,2,2,0,0,0,0,0,0
5021,2018,5,21,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0
5023,2018,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,2018,5,25,3,1,2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5027,2018,5,27,4,1,3,4,4,0,4,4,4,3,3,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0
5029,2018,5,29,4,2,2,4,2,0,3,3,0,3,3,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0
5031,2018,5,31,0,0,0,19,0,0,13,13,0,13,13,0,0,0,0,0,0,15,0,0,11,11,0,11,11,0,0,0,0,0,0
5033,2018,5,33,14,8,6,14,6,8,11,11,0,11,11,0,0,0,0,0,0,8,5,3,7,7,0,7,7,0,0,0,0,0,0
5035,2018,5,35,1,0,1,3,2,1,3,3,0,3,3,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0
5037,2018,5,37,0,0,0,5,0,5,3,3,0,3,3,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,0,0,0
5039,2018,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,2018,5,41,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
5043,2018,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,2018,5,45,0,13,14,35,11,24,27,27,0,27,27,0,0,0,0,0,0,20,8,12,13,13,0,13,13,0,0,0,0,0,0
5047,2018,5,47,4,3,1,4,2,0,4,1,0,4,4,0,0,0,0,0,0,3,1,0,3,1,0,3,3,0,0,0,0,0,0
5049,2018,5,49,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5051,2018,5,51,14,0,0,14,0,0,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,2018,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,2018,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,2018,5,57,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,2018,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,2018,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,2018,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,2018,5,65,2,1,1,2,1,1,2,2,0,2,2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
5067,2018,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,2018,5,69,8,8,0,4,4,0,1,1,0,1,1,0,1,1,0,0,0,4,0,0,0,0,0,1,1,0,1,1,0,0,0
5071,2018,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,2018,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,2018,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,2018,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,2018,5,79,0,0,0,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,2018,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,2018,5,83,4,3,1,4,2,2,3,3,0,2,2,0,1,1,0,0,0,3,1,2,3,3,0,2,2,0,1,1,0,0,0
5085,2018,5,85,294,277,17,280,232,8,64,160,0,280,232,8,9,5,11,0,0,272,230,2,64,156,0,272,230,2,8,4,10,0,1
5087,2018,5,87,2,2,0,2,1,0,2,2,0,2,2,0,0,0,0,0,0,2,1,0,2,2,0,2,2,0,0,0,0,0,0
5089,2018,5,89,5,2,3,5,0,5,4,4,0,4,4,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
5091,2018,5,91,9,7,2,9,3,5,9,7,0,9,7,0,0,2,0,0,0,8,3,5,8,7,0,7,7,0,0,1,0,0,0
5093,2018,5,93,0,0,0,7,7,0,7,7,0,7,7,7,0,0,0,0,0,5,5,0,5,5,0,5,5,5,0,0,0,0,0
5095,2018,5,95,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,2018,5,97,12,7,5,12,1,11,4,4,0,4,4,0,0,0,0,0,0,7,1,10,2,2,0,2,2,0,0,0,0,0,0
5099,2018,5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,2018,5,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,2018,5,103,8,7,1,8,2,0,4,4,0,3,3,0,1,1,0,0,0,7,2,0,4,4,0,3,3,0,1,1,0,0,0
5105,2018,5,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,2018,5,107,6,6,6,3,3,3,3,3,0,3,3,0,2,2,0,0,0,3,3,3,3,3,0,3,3,0,1,1,0,0,0
5109,2018,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,2018,5,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,2018,5,113,10,7,3,10,2,8,4,4,0,4,4,0,0,0,0,0,0,7,2,5,3,3,0,3,3,0,0,0,0,0,0
5115,2018,5,115,21,12,9,22,6,13,14,3,8,14,3,8,1,0,0,0,1,13,4,7,8,1,4,8,1,4,1,0,0,0,0
5117,2018,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,2018,5,119,650,370,280,660,191,469,270,270,0,208,208,0,60,17,0,0,0,380,140,239,144,144,0,100,100,0,43,7,0,0,0
5121,2018,5,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,2018,5,123,35,35,0,2,2,0,2,2,2,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0,0,0,0,0,0
5125,2018,5,125,37,25,12,37,10,27,26,26,0,26,26,0,2,0,2,0,0,25,8,17,17,17,0,13,13,0,2,0,2,0,0
5127,2018,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,2018,5,129,7,1,6,3,1,2,3,3,0,3,3,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
5131,2018,5,131,0,0,0,15,2,9,15,2,9,10,1,7,0,0,0,0,0,10,1,7,10,1,7,10,1,7,0,0,0,0,0
5133,2018,5,133,7,7,0,4,3,0,2,2,0,2,2,0,0,0,0,0,0,4,3,0,2,2,0,2,2,0,0,0,0,0,0
5135,2018,5,135,5,5,0,5,1,4,3,3,0,3,3,0,0,0,0,0,0,5,1,4,3,3,0,3,3,0,0,0,0,0,0
5137,2018,5,137,2,1,1,2,0,0,2,1,1,2,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
5139,2018,5,139,14,9,5,14,14,0,14,14,0,14,14,14,0,0,0,0,0,9,9,0,9,9,0,9,9,9,0,0,0,0,0
5141,2018,5,141,7,0,7,7,7,0,4,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,2018,5,143,0,0,0,146,35,111,102,102,0,102,102,0,4,0,0,0,0,32,0,0,23,23,0,23,23,0,0,0,0,0,4
5145,2018,5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,2018,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,2018,5,149,0,0,0,3,3,0,2,2,0,2,2,0,0,0,0,0,0,3,3,0,2,2,0,2,2,0,0,0,0,0,0
6001,2018,6,1,8130,714,7416,8597,2819,5307,2867,1787,0,2764,1694,0,97,91,6,0,0,557,365,349,134,92,0,127,85,0,6,6,0,0,0
6003,2018,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,2018,6,5,290,208,82,56,3,53,33,33,0,33,33,0,0,0,0,0,0,4,1,3,4,4,0,4,4,0,0,0,0,0,0
6007,2018,6,7,516,132,384,556,184,0,226,76,140,195,51,134,31,3,7,0,0,141,61,0,39,30,8,24,15,8,15,1,0,0,0
6009,2018,6,9,85,38,47,39,41,71,30,0,0,36,12,24,5,1,0,0,0,7,23,14,0,0,0,5,3,2,3,0,0,0,1
6011,2018,6,11,22,13,9,22,11,11,10,6,0,10,6,0,0,0,0,0,0,13,10,3,5,3,0,5,3,0,0,0,0,0,0
6013,2018,6,13,4399,619,3780,1630,1630,0,1630,1411,0,1597,1411,0,0,251,0,0,0,178,178,0,178,65,0,224,87,0,0,35,0,0,0
6015,2018,6,15,56,25,31,34,21,35,13,8,5,13,8,5,0,0,0,0,0,4,11,14,4,2,2,4,2,2,0,0,0,0,0
6017,2018,6,17,735,239,496,205,197,453,197,131,0,188,122,0,9,4,0,0,0,28,81,99,27,22,0,26,21,0,1,0,0,0,0
6019,2018,6,19,968,291,677,968,188,773,470,358,0,427,315,0,15,15,0,0,0,284,78,208,77,69,0,59,51,0,1,1,0,0,0
6021,2018,6,21,30,13,17,40,12,18,7,7,0,6,6,0,1,0,0,0,1,17,8,5,2,2,0,1,1,0,1,0,0,0,0
6023,2018,6,23,479,100,379,479,202,277,155,65,0,154,64,0,1,0,1,0,0,100,69,31,14,9,0,14,9,0,0,0,0,0,0
6025,2018,6,25,143,90,53,178,107,45,37,25,0,30,5,0,0,0,0,0,0,45,56,7,19,13,0,12,5,0,0,0,0,0,0
6027,2018,6,27,52,13,39,55,0,0,27,23,0,22,18,0,5,3,0,0,0,14,0,0,6,6,0,1,1,0,5,2,0,0,0
6029,2018,6,29,1452,797,655,1216,290,922,365,301,0,351,287,0,14,13,1,0,0,548,169,379,111,101,0,111,101,0,0,0,0,0,0
6031,2018,6,31,169,44,125,244,215,29,53,48,5,36,32,4,16,5,1,0,8,99,82,17,31,28,3,19,18,1,10,2,0,0,2
6033,2018,6,33,230,84,146,230,131,99,58,42,0,46,33,0,12,8,0,0,0,84,59,25,11,9,0,11,9,0,0,0,0,0,4
6035,2018,6,35,99,77,22,24,20,4,18,14,4,18,14,4,6,0,0,0,4,16,14,2,12,10,2,12,10,2,4,0,0,0,2
6037,2018,6,37,26773,4384,22389,27770,27686,22190,8203,8203,0,8203,8203,0,743,547,30,0,0,5151,5110,3903,799,799,0,799,799,0,73,74,4,0,0
6039,2018,6,39,104,63,41,43,6,98,24,6,18,24,6,18,8,8,0,0,0,24,3,0,13,3,10,13,3,10,4,4,0,0,0
6041,2018,6,41,3128,139,2989,2901,954,1947,1028,611,0,1023,607,0,5,0,5,0,0,109,60,49,21,19,0,21,19,0,0,0,0,0,0
6043,2018,6,43,50,50,0,24,50,0,17,11,0,16,10,6,3,0,0,0,0,5,50,0,17,11,0,16,10,6,0,0,0,0,0
6045,2018,6,45,293,37,256,310,138,150,138,71,0,138,71,0,8,0,0,0,0,40,21,12,16,13,0,16,13,0,1,0,0,0,0
6047,2018,6,47,241,141,100,77,123,118,53,26,0,53,2,0,14,7,0,0,0,34,68,73,20,13,0,20,0,0,8,0,0,0,0
6049,2018,6,49,20,9,11,20,9,11,10,8,0,10,8,0,2,0,0,0,2,9,3,6,3,1,0,3,1,0,2,0,0,0,0
6051,2018,6,51,35,6,29,35,32,0,13,11,0,13,11,0,0,0,0,0,0,6,3,0,3,2,0,3,2,0,0,0,0,0,0
6053,2018,6,53,1520,381,1139,1592,606,0,647,449,0,644,0,0,33,26,2,0,0,394,0,0,0,0,0,122,0,0,5,4,1,0,0
6055,2018,6,55,587,70,517,587,149,438,237,152,0,225,149,0,12,1,2,0,2,70,27,43,18,12,0,16,12,0,2,0,0,0,7
